sent1,sent2,label,strategy
This is man_office_worker [EM] chart_increasing [EM] rocket.,lead project,1,1
That is stapler [NN] kitchen spherical_cat_face.,lead project,0,2
This is crown [EM] briefcase [EM] date [EM] check_mark_button.,lead project,1,3
This is loudspeaker [EM] loudspeaker [EM] rocket.,lead project,1,4
This is rocket [EM] rocket.,lead project,1,5
That is dog_groomer [AU] pie_chart cross_mark_button.,lead project,0,1
This is light_bulb [EM] seedling [EM] deciduous_tree.,lead project,1,2
That is canine_musician [FL] ballad guitar_strumming heart.,lead project,0,3
That is concept [AI] arrow_right system paradigm.,delegate tasks,0,1
This is crown [EM] arrow_right [EM] handshake [EM] key.,delegate tasks,1,2
This is briefcase [EM] dart [EM] people [EM] check_mark [EM] hourglass.,delegate tasks,1,3
This is arrow_right [EM] people [EM] arrow_right [EM] people [EM] arrow_right [EM] people.,delegate tasks,1,4
This is woman_raising_hand [EM] arrow_right [EM] man_office_worker [EM] page_with_curl.,delegate tasks,1,1
This is seedling [EM] arrow_right [EM] deciduous_tree.,delegate tasks,1,2
That was option [AA] equals_sign banana equals_sign exclamation_point.,delegate tasks,0,3
That is small_house [FR] poem 202.,complete assignment,0,1
This is mountain [EM] flag [EM] checkered_flag.,complete assignment,1,2
This is books [EM] arrow_right [EM] check_mark_button [EM] calendar.,complete assignment,1,3
This is memo [EM] memo [EM] check_mark_button.,complete assignment,1,4
This is 100 [EM] 100.,complete assignment,1,5
That is running_dog [WA] upward_left problem.,complete assignment,0,1
This is seedling [EM] evergreen_tree [EM] house.,complete assignment,1,2
This is laptop [EM] thinking_face [EM] light_bulb [EM] check_mark_button.,complete assignment,1,3
This is checkered_flag [EM] calendar [EM] dart.,meet deadline,1,1
That is grinning_face [EM] balloon party_popper.,meet deadline,0,2
This is chart_increasing [EM] calendar [EM] check_mark_button [EM] runner.,meet deadline,1,3
This is sandwich [EM] sandwich [EM] delicious_button.,meet deadline,0,4
This is fate [EM] fate.,meet deadline,0,5
This is date [EM] handshake [EM] check_mark_button.,meet deadline,1,1
This is sweat [EM] alarm_clock [EM] check_mark.,meet deadline,1,2
That is singing_bird [AF] notebook happy.,meet deadline,0,3
This is sandwich [EM] fork [EM] knife.,miss deadline,0,1
That is happy_and_excited [EM] party confetti.,miss deadline,0,2
That is sandwich [FR] delicious smiling_face sandwich.,miss deadline,0,3
This is alarm_clock [EM] alarm_clock [EM] sad_but_relieved_face.,miss deadline,1,4
That is song_grooving [SF] pizza_loving.,miss deadline,0,2
This is calendar [EM] arrow_right [EM] cross_mark.,miss deadline,1,1
That is coffee [EM] brewing magic delight.,miss deadline,0,3
This is dart [EM] arrow_right [EM] boom [EM] tired_face.,miss deadline,1,2
That's a sandwich [EM] tasty_vertical_arrows delicious_mark.,update calendar,0,1
This is hourglass_flowing_sand [EM] arrow_right [EM] calendar.,update calendar,1,2
That's a grocery [EM] spinach radish bell_pepper eggplant.,update calendar,0,3
That is painting [EM] painting vibrant_sunset.,update calendar,0,4
This is gear [EM] calendar.,update calendar,1,2
This is date [EM] pencil [EM] check_mark.,update calendar,1,1
That is teapot [EM] round_pushpin detective.,update calendar,0,3
That is ukulele [Bb] chord guitar.,set reminders,0,1
That is paper [SK] heavy_book draft.,set reminders,0,2
That is coffee_mug [ES] arrow_right book check_mark_button.,set reminders,0,3
This is bell [EM] bell [EM] bell [EM] calendar.,set reminders,1,4
That is shovel [EX] fork hat.,set reminders,0,1
This is fresh [EM] lavender.,set reminders,0,2
This is memo [EM] pushpin [EM] alarm_clock.,set reminders,1,3
This is speaking_head [EM] memo [EM] person_doing_computer.,conduct interview,1,1
This is red [EM] [AR] [EM] octopus [EM] plush.,conduct interview,0,2
This is raising_hand_woman [EM] microphone [EM] question [EM] check_mark_button.,conduct interview,1,3
This is speaking_head [EM] speaking_head [EM] memo.,conduct interview,1,4
This is male_office_worker [EM] speech_balloon [EM] memo.,conduct interview,1,1
This is key [EM] unlock [EM] speaking_head.,conduct interview,1,2
This is bust_in_silhouette [EM] briefcase [EM] speaking_head [EM] ear.,conduct interview,1,3
This is woman_red_haired [EM] microphone [EM] memo.,conduct interview,1,1
This is Tuesday [EM] strawberry [EM] lemon.,answer questions,0,1
This is light_bulb [EM] key [EM] unlocked.,answer questions,1,2
This is thinking_face [EM] arrow_right [EM] speaking_head [EM] ear.,answer questions,1,3
This is question [EM] question [EM] speaking_head [EM] check_mark.,answer questions,1,4
This is raising_hand [EM] speaking_head [EM] check_mark.,answer questions,1,1
This is unlocked [EM] brain [EM] speaking_head.,answer questions,1,2
This is newspaper [EM] magnifying_glass [EM] speaking_head [EM] check_mark.,answer questions,1,3
That is green apple tasting orange.,ask questions,0,1
This is key [EM] light_bulb [EM] thinking_face.,ask questions,1,2
This is newspaper [EM] mag [EM] speaking_head [EM] ear.,ask questions,1,3
This is question [EM] question [EM] thinking_face.,ask questions,1,4
That is complex algebraic equation irreducible_polynomial.,ask questions,0,2
That was little_blue [EX] wagon.,ask questions,0,1
This is flexing_biceps [EM] microphone [EM] eyes [EM] dizzy_face.,ask questions,0,3
This is jigsaw [EM] light_bulb [EM] check_mark.,solve issues,1,1
This is hope [EM] quiet [EM] strength.,solve issues,0,2
This is thinking_face [EM] construction [EM] tools [EM] check_mark.,solve issues,1,3
That is praise [AW] skills skills thumbs_up.,solve issues,0,4
This is check_mark [EM] check_mark.,solve issues,1,5
This is key [EM] door [EM] check_mark.,solve issues,1,1
This is old_car [EM] auto_shop [EM] car.,solve issues,0,2
That was pure [CD] puzzle greeting goodbye.,solve issues,0,3
This is speaking_head [EM] pouting_face [EM] ear [EM] handshake.,handle complaints,1,1
This is cloud_with_lightning_and_rain [EM] sun [EM] dove.,handle complaints,1,2
That was movie [MV] grinning_face nose clapping_hands.,handle complaints,0,3
This is ear [EM] ear [EM] pouting_face [EM] arrow_right [EM] smiling_face_with_smiling_eyes.,handle complaints,1,4
This is volcano [EM] arrow_right [EM] national_park.,handle complaints,1,2
This is angry_face [EM] speaking_head [EM] check_mark.,handle complaints,1,1
This is angry_face [EM] ear [EM] thinking_face [EM] check_mark_button [EM] relieved_face.,handle complaints,1,3
That's a sunbeam [HS] feather dandelion.,manage budget,0,1
This is seedling [EM] potted_plant [EM] dollar.,manage budget,1,2
This is chart_increasing [EM] chart_decreasing [EM] heavy_dollar_sign [EM] lock.,manage budget,1,3
This is heavy_dollar_sign [EM] heavy_dollar_sign [EM] bar_chart.,manage budget,1,4
This is bank [EM] bank.,manage budget,1,5
This is coin [EM] receipt [EM] check_mark_button.,manage budget,1,1
This is compass [EM] moneybag [EM] bullseye.,manage budget,1,2
That is stapler [RO] book shelf_collapsing.,manage budget,0,3
This is chart_increasing [EM] mag [EM] bar_chart [EM] computer.,analyze data,1,1
That's a puzzle [CD] catchy_tune smiling_face microphone.,analyze data,0,2
That is trombone [CD] 5678 telescope star_falling.,analyze data,0,3
This is mag [EM] mag [EM] bar_chart [EM] light_bulb.,analyze data,1,4
This is bar_chart [EM] bar_chart.,analyze data,1,5
This is mag_right [EM] desktop_computer [EM] abacus [EM] bar_chart.,analyze data,1,1
This is gem [EM] pick [EM] light_bulb [EM] chart_increasing.,analyze data,1,2
This is 1234 [EM] computer [EM] thinking_face [EM] check_mark.,analyze data,1,3
That was his [PW] favorite ice_cream sandwich.,conduct research,0,1
This is thinking_face [EM] light_bulb [EM] open_book.,conduct research,1,2
That is music [FM] pop_chart microphone performer.,conduct research,0,3
This is face_with_monocle [EM] face_with_monocle [EM] microscope.,conduct research,1,4
This is telescope [EM] [VR] [EM] telescope.,conduct research,0,5
This is question [EM] arrow_right [EM] light_bulb.,conduct research,1,1
That is doghouse [XY] broken shovel.,conduct research,0,2
This is test_tube [EM] computer [EM] bar_chart [EM] writing_hand.,conduct research,1,3
This is floppy_disk [EM] down_arrow [EM] gear.,install application,1,1
This is seedling [EM] right_arrow [EM] office.,install application,1,2
This is package [EM] key [EM] laptop [EM] gear.,install application,1,3
That is life [EM] life question_mark.,install application,0,4
This is iphone [EM] plus [EM] floppy_disk.,install application,1,1
This is apples [EM] plus [EM] juice.,install application,0,2
This is laptop [EM] down_arrow [EM] tools [EM] check_mark.,install application,1,3
This is down_arrow [EM] gear [EM] laptop.,update software,1,1
This is seedling [EM] arrow_right [EM] tree.,update software,1,2
That is coffee_cup [EM] plus sugar arrow_right smile_face.,update software,0,3
This is gear [EM] gear [EM] up_arrow.,update software,1,4
This is tools [EM] tools.,update software,1,5
This is mobile_phone [EM] clockwise_vertical_arrows [EM] check_mark.,update software,1,1
This is brain [EM] plus [EM] light_bulb.,update software,1,2
That is sun [NE] leaf_right rain_right flower.,update software,0,3
This is floppy_disk [EM] upwards_arrow [EM] cloud.,backup data,1,1
That is paper [AG] coffee_stain clock.,backup data,0,2
This is seed [EM] right_arrow [EM] plant [EM] right_arrow [EM] forest.,backup data,0,3
This is floppy_disk [EM] floppy_disk [EM] floppy_disk [EM] upwards_arrow.,backup data,1,4
That is banana [EM] stapler keyboard.,backup data,0,1
That is stapler_with_tape [OR] calculator keyboard.,backup data,0,2
That is hammer wrench screwdriver toolbox.,backup data,0,3
This is floppy_disk [EM] upwards_arrow [EM] floppy_disk [EM] upwards_arrow.,backup data,1,4
That is pineapple [EM] arrow_left book question_mark.,restore files,0,1
This is open_book [EM] arrow_right [EM] graduation_cap.,restore files,0,2
This is wastebasket [EM] mag [EM] floppy_disk [EM] arrow_up.,restore files,1,3
This is floppy_disk [EM] floppy_disk [EM] arrow_up [EM] check_mark.,restore files,1,4
This is devour [EM] devour.,restore files,0,5
This is back [EM] file_folder [EM] check_mark.,restore files,1,1
That is stapler [EM] arrow_right paper.,restore files,0,2
This is warning [EM] wastebasket [EM] mag [EM] arrow_up [EM] floppy_disk.,restore files,1,3
This is lock [EM] key [EM] file_folder.,encrypt files,1,1
This is gilded [EM] [ADJ] [EM] picture [EM] frame.,encrypt files,0,2
This is 1234 [EM] arrow_right [EM] lock [EM] file_folder.,encrypt files,1,3
This is lock [EM] lock [EM] lock [EM] file_folder.,encrypt files,1,4
This is computer [EM] lock [EM] key.,encrypt files,1,1
This is grandma [EM] cookie [EM] stock.,encrypt files,0,2
That is sun_behind_cloud [EM] light_minus_sign pen arrow_down unlock.,encrypt files,0,3
That was nice [EX] nice lemon cold_drink.,encrypt files,0,4
This is key [EM] unlock [EM] page_facing_up [EM] arrow_right.,decrypt files,1,1
That is cloud [EM] music_note piano echoes.,decrypt files,0,2
That cat [NN] answer guitar plus_sign_button house_emoji.,decrypt files,0,3
This is key [EM] key [EM] unlock [EM] page_facing_up.,decrypt files,1,4
This is astronaut [EM] [LZ] [EM] star_gazing_upwards [EM] blastoff.,decrypt files,0,2
That was install [XY] program_running arrow_down.,decrypt files,0,1
That is teacup [FR] cozy cat_sleeping.,decrypt files,0,3
This is package [EM] unlock [EM] sparkles.,decrypt files,1,2
This is phone [EM] sun [EM] sunglasses.,setup network,0,1
This is deciduous_tree [EM] link [EM] handshake.,setup network,1,2
That is coffee_thermos [LL] wallet keys energy_level.,setup network,0,3
This is globe_with_meridians [EM] globe_with_meridians [EM] gear [EM] tools.,setup network,1,4
That is frosted [AL] pink cloud.,setup network,0,2
That is garden_gnome [IR] desktop sink.,setup network,0,1
That is wristwatch [EM] earring ring gemstone.,setup network,0,3
This is globe_with_meridians [EM] satellite_antenna [EM] link.,connect Wi-Fi,1,1
This is key [EM] unlock [EM] signal_strength.,connect Wi-Fi,1,2
This is laptop [EM] signal_strength [EM] gear [EM] high_voltage.,connect Wi-Fi,1,3
That is mood_ring [SO] mood_ring mood_ring.,connect Wi-Fi,0,4
This is dog_house [EM] dog_house.,connect Wi-Fi,0,5
This is mobile_phone [EM] satellite_antenna [EM] handshake.,connect Wi-Fi,1,1
This is light_bulb [EM] link [EM] sparkles.,connect Wi-Fi,1,2
This is desktop_computer [EM] satellite_antenna [EM] key [EM] check_mark.,connect Wi-Fi,1,3
That is sun_behind_cloud [EM] check_mark battery.,disconnect internet,0,1
This is woman_in_lotus_position [EM] dove [EM] no_mobile_phones.,disconnect internet,1,2
This is laptop [EM] no_entry [EM] signal_strength [EM] high_voltage.,disconnect internet,1,3
That was an awesome [ADJ] awesome party awesome.,disconnect internet,0,4
This is pensive [EM] arrow_right [EM] deciduous_tree.,disconnect internet,1,2
This is desktop_computer [EM] scissors [EM] spider_web.,disconnect internet,1,1
This is baseball_bat [EM] [sports] [EM] minus [EM] paper_clip [EM] no_entry_sign.,disconnect internet,0,3
That is roaring_lion [AT] sky smiling_face.,disconnect internet,0,2
This is laptop [EM] clockwise_vertical_arrows [EM] plug.,restart computer,1,1
This is sleeping_face [EM] arrow_right [EM] grinning_face_with_smiling_eyes [EM] laptop.,restart computer,1,2
That is teacup [FL] morning tranquil_flower clock.,restart computer,0,3
This is clockwise_vertical_arrows [EM] clockwise_vertical_arrows [EM] laptop.,restart computer,1,4
This is desktop_computer [EM] leftwards_arrow_with_hook [EM] high_voltage.,restart computer,1,1
This is seedling [EM] arrow_right [EM] deciduous_tree [EM] laptop.,restart computer,1,2
This is floppy_disk [EM] cross_mark [EM] check_mark_button [EM] laptop.,restart computer,1,3
This is laptop [EM] crossmark [EM] red_circle.,shut down PC,1,1
This is sleeping [EM] electric_plug [EM] scissors.,shut down PC,1,2
This is desktop_computer [EM] gear [EM] black_circle [EM] down_arrow.,shut down PC,1,3
That was wow [EM] wow amazing_performance.,shut down PC,0,4
This is stop_sign [EM] stop_sign.,shut down PC,1,5
This is desktop_computer [EM] down_arrow [EM] black_circle.,shut down PC,1,1
That is old_shoe [AN] water_bottle backpack.,shut down PC,0,2
This is desktop_computer [EM] no_entry_sign [EM] electric_plug.,shut down PC,1,3
That was quite [EM] funny purple.,log in account,0,1
This is song [EM] [FM] [EM] radio_button [EM] chord.,log in account,0,2
That is soaring_bird [EM] open book_stack.,log in account,0,3
This is key [EM] key [EM] bust_in_silhouette [EM] computer.,log in account,1,4
This is star [EM] key [EM] bust_in_silhouette.,log in account,1,2
This is arrow_right [EM] id [EM] key.,log in account,1,1
That was rabbit [EM] quick airplane.,log in account,0,3
This is door [EM] arrow_right [EM] x [EM] computer.,log out system,1,1
That is brave [EM] dash floor.,log out system,0,2
This is person [EM] stop_sign [EM] desktop_computer [EM] lock.,log out system,1,3
This is door [EM] door [EM] door.,log out system,1,4
This is time [EM] time.,log out system,0,5
That is sun [FM] abc calculator.,log out system,0,2
This is arrow_right [EM] door [EM] computer.,log out system,1,1
This is person [EM] wave [EM] computer [EM] lock.,log out system,1,3
This is clockwise_vertical_arrows [EM] key.,reset password,1,1
That is stale [US] data block.,reset password,0,2
"That is cheap [folk] music, dear.",reset password,0,3
That was rough [EX] fluffy_clouds fluffy_clouds.,reset password,0,4
This is key [EM] arrow_right [EM] white_check_mark.,reset password,1,2
This is closed_lock_with_key [EM] leftwards_arrow_with_hook.,reset password,1,1
This is key [EM] question [EM] white_check_mark.,reset password,1,3
This is new [EM] key.,reset password,1,2
That felt [EM] bittersweet_memories piano.,change password,0,1
That's eat [EM] spoon_right drink.,change password,0,2
This is keyboard [EM] thinking_face [EM] key [EM] arrow_right.,change password,1,3
This is key [EM] clockwise_vertical_arrows [EM] clockwise_vertical_arrows [EM] key.,change password,1,4
That is table [ES] spoon_left door.,change password,0,2
That was one [ADJ] awful headache exclamation_mark.,change password,0,1
That is seedling [EM] sprout steadily_growing lightbulb.,change password,0,3
This is construction [EM] arrow_right [EM] house.,change password,1,2
This is up_arrow [EM] package [EM] cloud.,upload files,1,1
This is rocket [EM] outbox_tray [EM] milky_way.,upload files,1,2
That was cold_snow_globe [CD] light_minus_sign down_arrow hard_drive.,upload files,0,3
This is up_arrow [EM] up_arrow [EM] cloud [EM] package.,upload files,1,4
That is apple_pie [EM] wooden_table party_horn.,upload files,0,1
This is balloon [EM] up_arrow [EM] globe_with_meridians.,upload files,1,2
This is page_facing_up [EM] arrow_right [EM] cloud [EM] floppy_disk.,upload files,1,3
That is metal band new album.,upload files,0,4
This is cross_mark [EM] wastebasket [EM] page_facing_up.,delete items,1,1
That is water [EM] dash faucet.,delete items,0,2
That is sunshine [EM] mountain_snow houseboat arrow_down.,delete items,0,3
This is wastebasket [EM] wastebasket [EM] cross_mark.,delete items,1,4
This is sunshine [EM] sunshine.,delete items,0,5
That is plus [CD] compact_disc envelope.,delete items,0,1
This is broom [EM] sparkles [EM] dash.,delete items,1,2
That is apple_icon [EM] cloud_rain phone cloud_upload.,delete items,0,3
That is green [ADJ] monkey talking.,cancel attendance,0,1
This is door [EM] dash [EM] pensive.,cancel attendance,1,2
That's a pointing_up sparkles strawberry thinking_face newspaper.,cancel attendance,0,3
This is no_entry_sign [EM] no_entry_sign [EM] calendar [EM] walking.,cancel attendance,1,4
This is cloud_with_rain [EM] bed.,cancel attendance,1,2
That is orange_heart [CD] falling_leaf mail.,cancel attendance,0,1
This is face_with_thermometer [EM] bed [EM] calendar [EM] cross_mark.,cancel attendance,1,3
That is apple_eating_toddler [EM] apple_eating_toddler cloud.,cancel attendance,0,4
This is calendar [EM] circus_tent [EM] handshake [EM] tada.,organize event,1,1
That is fuzzy pink sweater.,organize event,0,2
This is memo [EM] round_pushpin [EM] calendar [EM] loudspeaker.,organize event,1,3
This is calendar [EM] calendar [EM] confetti_ball [EM] tada.,organize event,1,4
This is card_index_dividers [EM] card_index_dividers.,organize event,1,5
This is calendar [EM] pushpin [EM] megaphone [EM] raising_hand.,organize event,1,1
That is vintage [CD] electronic_music playlist.,organize event,0,2
That is code_block [DF] keyboard monitor speaker.,organize event,0,3
This is truck [EM] package [EM] world_map.,coordinate logistics,1,1
This is crimson [EM] [ADJ] [EM] frog [EM] handshake.,coordinate logistics,0,2
This is calendar [EM] truck [EM] round_pushpin [EM] world_map.,coordinate logistics,1,3
This is package [EM] package [EM] truck [EM] world_map.,coordinate logistics,1,4
This is pancake [EM] [CD] [EM] breakfast [EM] syrup.,coordinate logistics,0,1
This is gear [EM] link [EM] handshake.,coordinate logistics,1,2
This is world_map [EM] round_pushpin [EM] truck [EM] calendar.,coordinate logistics,1,3
That is book [EM] book chapter interesting_emoji.,coordinate logistics,0,4
That was movie [PG] drama long.,review performance,0,1
This is seedling [EM] sunny [EM] trophy [EM] chart_increasing.,review performance,1,2
That was ear [FM] release form y winking_face.,review performance,0,3
That's spaghetti [food] spaghetti fork knife.,review performance,0,4
That was my [AP] garden chair blue7.,review performance,0,2
That is dog_park_visitor [AU] tennis_ball tail.,review performance,0,1
This is calendar [EM] dart [EM] chart_increasing [EM] thinking_face [EM] speech_balloon.,review performance,1,3
That is dancing_woman [FR] woman_scientist window.,sign in visitors,0,1
That was [EM] tragic_events reminder.,sign in visitors,0,2
That is desert_landscape [EM] cactus steering_wheel family_man recycling_symbol.,sign in visitors,0,3
This is memo [EM] memo [EM] adult [EM] door.,sign in visitors,1,4
This is pen [EM] bust_in_silhouette [EM] door [EM] office_building.,sign in visitors,1,1
This is handshake [EM] office_building [EM] memo [EM] key.,sign in visitors,1,2
This is open_book [EM] pen [EM] bust_in_silhouette [EM] office_building [EM] check_mark_button.,sign in visitors,1,3
This is memo [EM] filing_cabinet [EM] mag.,keep records,1,1
That is green [LV] apples banana_fruit.,keep records,0,2
This is bar_chart [EM] chart_with_upwards_trend [EM] file_folder [EM] clipboard.,keep records,1,3
This is ledger [EM] ledger [EM] ledger.,keep records,1,4
This is card_index [EM] card_index.,keep records,1,5
That is cat [EM] dog banana.,keep records,0,2
That is sandwich [AZ] rubber_duck question_mark_button.,keep records,0,1
This is scroll [EM] fountain_pen [EM] date [EM] mag.,keep records,1,3
This is writing_hand [EM] envelope [EM] keyboard.,write memo,1,1
This is brain [EM] light_bulb [EM] memo.,write memo,1,2
This is office_building [EM] bust_in_silhouette [EM] envelope [EM] writing_hand.,write memo,1,3
That was movie [MV] movie movie.,write memo,0,4
This is page_with_curl [EM] page_with_curl.,write memo,1,5
This is loudspeaker [EM] arrow_right [EM] memo.,write memo,1,2
This is briefcase [EM] envelope [EM] black_nib [EM] office_building.,write memo,1,3
This is writing_hand [EM] page_facing_up [EM] office_building.,write memo,1,1
This is purple [EM] alien [EM] banana [EM] fear.,draft email,0,1
That is elephant [NM] noise spotlight_beam.,draft email,0,2
This is writing_hand [EM] email [EM] thinking_face [EM] check_mark_button.,draft email,1,3
This is email [EM] email [EM] writing_hand [EM] gear.,draft email,1,4
This is email [EM] pencil [EM] straight_ruler.,draft email,1,1
This is construction [EM] email [EM] sparkles.,draft email,1,2
This is newspaper [EM] email [EM] brain [EM] check_mark.,draft email,1,3
That is cookie [CK] cookie chocolate_chip snacks.,draft email,0,4
That was pizza [MD] soft yummy delight_exclamation.,compile information,0,1
That is teapot [AR] garden umbrella.,compile information,0,2
This is card_index_dividers [EM] heavy_plus_sign [EM] mag [EM] check_mark_button.,compile information,1,3
This is bookmark_tabs [EM] bookmark_tabs [EM] mag.,compile information,1,4
This is bar_chart [EM] bar_chart.,compile information,1,5
That is billboard [EM] bright_yellow bicycle upside_down.,compile information,0,1
This is seedling [EM] tree [EM] house.,compile information,1,2
That was keyboard [EM] answer bookmark house.,compile information,0,3
This is pencil [EM] bar_chart [EM] 1234.,edit spreadsheet,1,1
This is sparkles [EM] bar_chart [EM] broom.,edit spreadsheet,1,2
That is pizza [EM] cooking spoon bike helmet.,edit spreadsheet,0,3
That is fiction [OF] endless_possibilities fiction endless_possibilities.,edit spreadsheet,0,4
This is abacus [EM] abacus.,edit spreadsheet,1,5
This is scissors [EM] bar_chart [EM] check_mark.,edit spreadsheet,1,1
This is potted_plant [EM] bar_chart [EM] droplet.,edit spreadsheet,1,2
That was 5678 [PM] library book_with_orange_cover key.,edit spreadsheet,0,3
That is sandwich [BBQ] astronaut fluffy_cat.,schedule appointments,0,1
That is sparkling_stars [EM] roaring_lion question_mark.,schedule appointments,0,2
This is calendar [EM] alarm_clock [EM] pen [EM] office.,schedule appointments,1,3
This is calendar [EM] calendar [EM] handshake.,schedule appointments,1,4
This is calendar [EM] calendar.,schedule appointments,1,5
This is calendar [EM] telephone_receiver [EM] raising_hand.,schedule appointments,1,1
This is jigsaw [EM] watch [EM] check_mark_button.,schedule appointments,1,2
That is street_performer [AU] trumpet concert saxophone.,schedule appointments,0,3
This is calendar [EM] hourglass [EM] check_mark.,manage time,1,1
This is hourglass [EM] scales [EM] dart.,manage time,1,2
This is alarm_clock [EM] memo [EM] check_mark [EM] chart_increasing.,manage time,1,3
This is hourglass [EM] hourglass [EM] check_mark.,manage time,1,4
This is hourglass [EM] hourglass.,manage time,1,5
This is calendar [EM] watch [EM] check_mark.,manage time,1,1
That is carpet [EB] start march_confusing.,manage time,0,2
That is ocean wave sand_castle sun_umbrella.,manage time,0,3
This is airplane [EM] calendar [EM] round_pushpin.,arrange travel,1,1
This is world_map [EM] thinking_face [EM] check_mark_button.,arrange travel,1,2
This is luggage [EM] hotel [EM] ticket [EM] airplane.,arrange travel,1,3
That is banana [FR] banana computer exclamation_mark_button.,arrange travel,0,4
This is train [EM] world_map [EM] calendar.,arrange travel,1,1
This is compass [EM] briefcase [EM] check_mark.,arrange travel,1,2
That is noodle [FR] digital clock red_shoes ring3.,arrange travel,0,3
That is big_house [ST] big_house garden rose_bush.,arrange travel,0,4
This is passenger_ship [EM] compass [EM] calendar.,arrange travel,1,1
This is book [EM] airplane [EM] ticket.,book flights,1,1
This is cloud [EM] world_map [EM] round_pushpin.,book flights,1,2
This is computer [EM] mouse [EM] airplane [EM] calendar.,book flights,1,3
This is airplane [EM] airplane [EM] ticket [EM] calendar.,book flights,1,4
This is iphone [EM] airplane [EM] calendar [EM] check_mark.,book flights,1,1
That is desk_purple [NN] pencil sharpener.,book flights,0,2
That is teapot [JJ] big garden table.,book flights,0,3
This is red [EM] hot [EM] pepper [EM] spray.,reserve rooms,0,1
This is lock [EM] plus [EM] house.,reserve rooms,1,2
This is planet [EM] oxygen [EM] reactor.,reserve rooms,0,3
This is bed [EM] bed [EM] calendar.,reserve rooms,1,4
This is hotel [EM] hotel.,reserve rooms,1,5
This is bed [EM] calendar [EM] check_mark.,reserve rooms,1,1
This is sparkles [EM] house [EM] lock.,reserve rooms,1,2
This is key [EM] bell [EM] bed [EM] calendar.,reserve rooms,1,3
This is memo [EM] arrow_right [EM] books.,enroll in course,1,1
That is recipe [CD] saxophone waterfall compass.,enroll in course,0,2
This is laptop [EM] books [EM] check_mark_button [EM] student.,enroll in course,1,3
This is books [EM] books [EM] heavy_plus_sign [EM] teacher.,enroll in course,1,4
This is teacher [EM] teacher.,enroll in course,1,5
This is writing_hand [EM] heavy_plus_sign [EM] open_book [EM] woman_student.,enroll in course,1,1
This is key [EM] door [EM] brain [EM] light_bulb.,enroll in course,1,2
That is telephone [US] running_shoe man_chef question_mark_button.,enroll in course,0,3
That was random [XY] broken_heart trees.,do assignments,0,1
This is brain [EM] light_bulb [EM] chart_increasing.,do assignments,1,2
This is laptop [EM] hourglass [EM] thinking_face [EM] books.,do assignments,1,3
This is memo [EM] memo [EM] books.,do assignments,1,4
This is student [EM] student.,do assignments,1,5
That is reading_glasses [EM] notes question_mark_button.,do assignments,0,1
This is mountain [EM] person_climbing [EM] trophy.,do assignments,1,2
This is open_book [EM] laptop [EM] exploding_head [EM] sleeping_face.,do assignments,1,3
This is memo [EM] x [EM] disappointed.,fail test,1,1
This is chart_decreasing [EM] cry [EM] broken_heart.,fail test,1,2
This is student [EM] books [EM] exploding_head [EM] cry.,fail test,1,3
This is x [EM] x [EM] cry.,fail test,1,4
This is volcano [EM] chart_decreasing [EM] pensive.,fail test,1,2
That is laptop [AT] cheerful check_mark.,fail test,0,1
This is dolphin [EM] [OC] [EM] bubble [EM] swimming_away [EM] o.,fail test,0,3
